gene/TE	count	sample
"gene_10779"	851	W12MR1
"gene_1078"	4	W12MR1
"gene_10780"	32950	W12MR1
"gene_10781"	2834	W12MR1
"gene_10782"	490	W12MR1
"gene_10783"	2020	W12MR1
"gene_10784"	2226	W12MR1
"gene_10785"	1160	W12MR1
"gene_10786"	12	W12MR1
"gene_10787"	503	W12MR1
"gene_10788"	534	W12MR1
"gene_10789"	6	W12MR1
"gene_1079"	1886	W12MR1
"gene_10790"	1710	W12MR1
"gene_10791"	3229	W12MR1
"gene_10792"	3500	W12MR1
"gene_10793"	469	W12MR1
"gene_10794"	411	W12MR1
"gene_10795"	133	W12MR1
"gene_10796"	1600	W12MR1
"gene_10797"	1838	W12MR1
"gene_10798"	1645	W12MR1
"gene_10799"	68	W12MR1
"gene_108"	0	W12MR1
"gene_1080"	2670	W12MR1
"gene_10800"	1975	W12MR1
"gene_10801"	2698	W12MR1
"gene_10802"	382	W12MR1
"gene_10803"	10559	W12MR1
"gene_10804"	4113	W12MR1
"gene_10805"	2018	W12MR1
"gene_10806"	1063	W12MR1
"gene_10807"	4	W12MR1
"gene_10808"	65	W12MR1
"gene_10809"	2	W12MR1
"gene_1081"	19622	W12MR1
"gene_10810"	1	W12MR1
"gene_10811"	5935	W12MR1
"gene_10812"	728	W12MR1
"gene_10813"	250	W12MR1
"gene_10814"	153	W12MR1
"gene_10815"	151	W12MR1
"gene_10816"	2834	W12MR1
"gene_10817"	4898	W12MR1
"gene_10818"	3409	W12MR1
"gene_10819"	2039	W12MR1
"gene_1082"	5963	W12MR1
"gene_10820"	57433	W12MR1
"gene_10821"	2538	W12MR1
"gene_10822"	76725	W12MR1
"gene_10823"	1509	W12MR1
"gene_10824"	2823	W12MR1
"gene_10825"	598	W12MR1
"gene_10826"	2321	W12MR1
"gene_10827"	4020	W12MR1
"gene_10828"	1634	W12MR1
"gene_10829"	10426	W12MR1
"gene_1083"	4337	W12MR1
"gene_10830"	868	W12MR1
"gene_10831"	3860	W12MR1
"gene_10832"	1118	W12MR1
"gene_10833"	338	W12MR1
"gene_10834"	817	W12MR1
"gene_10835"	3598	W12MR1
"gene_10836"	2609	W12MR1
"gene_10837"	1147	W12MR1
"gene_10838"	1156	W12MR1
"gene_10839"	820	W12MR1
"gene_1084"	3757	W12MR1
"gene_10840"	3894	W12MR1
"gene_10841"	1951	W12MR1
"gene_10842"	1533	W12MR1
"gene_10843"	1617	W12MR1
"gene_10844"	10022	W12MR1
"gene_10845"	1427	W12MR1
"gene_10846"	1691	W12MR1
"gene_10847"	3534	W12MR1
"gene_10848"	830	W12MR1
"gene_10849"	2993	W12MR1
"gene_1085"	21432	W12MR1
"gene_10850"	203	W12MR1
"gene_10851"	2098	W12MR1
"gene_10852"	1021	W12MR1
"gene_10854"	1942	W12MR1
"gene_10855"	1331	W12MR1
"gene_10856"	6161	W12MR1
"gene_10857"	205	W12MR1
"gene_1086"	1493	W12MR1
"gene_10860"	879	W12MR1
"gene_10861"	28557	W12MR1
"gene_10862"	2580	W12MR1
"gene_10863"	397	W12MR1
"gene_10864"	4707	W12MR1
"gene_10865"	803	W12MR1
"gene_10866"	11162	W12MR1
"gene_10867"	46	W12MR1
"gene_10868"	69	W12MR1
"gene_10869"	1090	W12MR1
"gene_1087"	116	W12MR1
"gene_10870"	1773	W12MR1
"gene_10871"	1763	W12MR1
"gene_10872"	203	W12MR1
"gene_10873"	7339	W12MR1
"gene_10874"	3341	W12MR1
"gene_10875"	5528	W12MR1
"gene_10876"	2625	W12MR1
"gene_10877"	880	W12MR1
"gene_10878"	40472	W12MR1
"gene_10879"	3750	W12MR1
"gene_1088"	933	W12MR1
"gene_10880"	223	W12MR1
"gene_10881"	201	W12MR1
"gene_10882"	1162	W12MR1
"gene_10883"	817	W12MR1
"gene_10884"	2150	W12MR1
"gene_10885"	1084	W12MR1
"gene_10886"	2771	W12MR1
"gene_10887"	3409	W12MR1
"gene_10888"	480	W12MR1
"gene_10889"	1166	W12MR1
"gene_1089"	418	W12MR1
"gene_10890"	3219	W12MR1
"gene_10891"	2031	W12MR1
"gene_10892"	168	W12MR1
"gene_10893"	158	W12MR1
"gene_10894"	143	W12MR1
"gene_10895"	1783	W12MR1
"gene_10896"	1294	W12MR1
"gene_10897"	73	W12MR1
"gene_10898"	1045	W12MR1
"gene_10899"	6329	W12MR1
"gene_109"	0	W12MR1
"gene_1090"	79	W12MR1
"gene_10900"	3302	W12MR1
"gene_10901"	2195	W12MR1
"gene_10902"	2517	W12MR1
"gene_10903"	3181	W12MR1
"gene_10904"	4500	W12MR1
"gene_10905"	1701	W12MR1
"gene_10906"	701	W12MR1
"gene_10908"	1030	W12MR1
"gene_10909"	23	W12MR1
"gene_1091"	1493	W12MR1
"gene_10910"	1768	W12MR1
"gene_10911"	442	W12MR1
"gene_10912"	4461	W12MR1
"gene_10913"	79	W12MR1
"gene_10914"	202	W12MR1
"gene_10915"	2389	W12MR1
"gene_10916"	110	W12MR1
"gene_10917"	4717	W12MR1
"gene_10918"	6277	W12MR1
"gene_10919"	4019	W12MR1
"gene_1092"	204	W12MR1
"gene_10920"	1913	W12MR1
"gene_10921"	2822	W12MR1
"gene_10922"	3141	W12MR1
"gene_10923"	1165	W12MR1
"gene_10924"	7	W12MR1
"gene_10925"	58	W12MR1
"gene_10926"	38	W12MR1
"gene_10927"	4258	W12MR1
"gene_10928"	3039	W12MR1
"gene_10929"	627	W12MR1
"gene_1093"	4891	W12MR1
"gene_10930"	14189	W12MR1
"gene_10933"	3199	W12MR1
"gene_10934"	1198	W12MR1
"gene_10935"	3689	W12MR1
"gene_10936"	2469	W12MR1
"gene_10937"	3738	W12MR1
"gene_10938"	3452	W12MR1
"gene_10939"	2282	W12MR1
"gene_1094"	127576	W12MR1
"gene_10940"	3119	W12MR1
"gene_10941"	1047	W12MR1
"gene_10942"	250	W12MR1
"gene_10943"	1297	W12MR1
"gene_10944"	220027	W12MR1
"gene_10945"	144	W12MR1
"gene_10946"	2112	W12MR1
"gene_10947"	1676	W12MR1
"gene_10948"	85	W12MR1
"gene_10949"	15698	W12MR1
"gene_1095"	11048	W12MR1
"gene_10950"	1746	W12MR1
"gene_10951"	279	W12MR1
"gene_10952"	114	W12MR1
"gene_10953"	8470	W12MR1
"gene_10954"	49967	W12MR1
"gene_10955"	1235	W12MR1
"gene_10956"	1783	W12MR1
"gene_10957"	105	W12MR1
"gene_10958"	65	W12MR1
"gene_10959"	624	W12MR1
"gene_1096"	2432	W12MR1
"gene_10960"	13739	W12MR1
"gene_10961"	2603	W12MR1
"gene_10962"	401	W12MR1
"gene_10963"	2911	W12MR1
"gene_10964"	1873	W12MR1
"gene_10965"	427	W12MR1
"gene_10966"	1701	W12MR1
"gene_10967"	1670	W12MR1
"gene_10968"	494	W12MR1
"gene_10969"	214	W12MR1
"gene_1097"	345	W12MR1
"gene_10970"	4072	W12MR1
"gene_10971"	10458	W12MR1
"gene_10972"	7417	W12MR1
"gene_10974"	6412	W12MR1
"gene_10975"	1109	W12MR1
"gene_10976"	1577	W12MR1
"gene_10977"	1129	W12MR1
"gene_10978"	8751	W12MR1
"gene_10979"	2242	W12MR1
"gene_1098"	1608	W12MR1
"gene_10980"	7392	W12MR1
"gene_10981"	122945	W12MR1
"gene_10982"	1364	W12MR1
"gene_10983"	5469	W12MR1
"gene_10984"	13718	W12MR1
"gene_10985"	7131	W12MR1
"gene_10986"	1138	W12MR1
"gene_10987"	3597	W12MR1
"gene_10988"	575	W12MR1
"gene_10989"	10429	W12MR1
"gene_1099"	16771	W12MR1
"gene_10990"	3746	W12MR1
"gene_10991"	2439	W12MR1
"gene_10992"	375	W12MR1
"gene_10993"	330	W12MR1
"gene_10994"	3387	W12MR1
"gene_10995"	60	W12MR1
"gene_10997"	15360	W12MR1
"gene_10998"	2885	W12MR1
"gene_10999"	8057	W12MR1
"gene_11"	6	W12MR1
"gene_110"	0	W12MR1
"gene_1100"	42750	W12MR1
"gene_11000"	5976	W12MR1
"gene_11001"	3373	W12MR1
"gene_11002"	3802	W12MR1
"gene_11003"	1516	W12MR1
"gene_11004"	1021	W12MR1
"gene_11005"	961	W12MR1
"gene_11006"	41	W12MR1
"gene_11007"	2229	W12MR1
"gene_11008"	2630	W12MR1
"gene_11009"	1296	W12MR1
"gene_1101"	3379	W12MR1
"gene_11010"	2	W12MR1
"gene_11011"	0	W12MR1
"gene_11012"	0	W12MR1
"gene_11013"	2	W12MR1
"gene_11014"	2039	W12MR1
"gene_11015"	8890	W12MR1
"gene_11016"	2553	W12MR1
"gene_11017"	3549	W12MR1
"gene_11018"	4156	W12MR1
"gene_11019"	246	W12MR1
"gene_1102"	212060	W12MR1
"gene_11020"	1986	W12MR1
"gene_11021"	836	W12MR1
"gene_11022"	259	W12MR1
"gene_11023"	0	W12MR1
"gene_11024"	1	W12MR1
"gene_11025"	535	W12MR1
"gene_11026"	1	W12MR1
"gene_11027"	3404	W12MR1
"gene_11028"	1280	W12MR1
"gene_11029"	155	W12MR1
"gene_1103"	14589	W12MR1
"gene_11030"	9	W12MR1
"gene_11031"	0	W12MR1
"gene_11032"	6	W12MR1
"gene_11033"	6	W12MR1
"gene_11034"	132	W12MR1
"gene_11035"	5198	W12MR1
"gene_11036"	2867	W12MR1
"gene_11037"	938	W12MR1
"gene_11038"	440	W12MR1
"gene_11039"	520	W12MR1
"gene_1104"	400	W12MR1
"gene_11040"	612	W12MR1
"gene_11041"	7950	W12MR1
"gene_11042"	7086	W12MR1
"gene_11043"	8600	W12MR1
"gene_11044"	1232	W12MR1
"gene_11045"	5627	W12MR1
"gene_11046"	908	W12MR1
"gene_11047"	1592	W12MR1
"gene_11048"	1993	W12MR1
"gene_11049"	5109	W12MR1
"gene_1105"	1357	W12MR1
"gene_11050"	917	W12MR1
"gene_11051"	1	W12MR1
"gene_11052"	3	W12MR1
"gene_11053"	4473	W12MR1
"gene_11054"	814	W12MR1
"gene_11055"	3946	W12MR1
"gene_11056"	2556	W12MR1
"gene_11057"	1903	W12MR1
"gene_11058"	80	W12MR1
"gene_11059"	10566	W12MR1
"gene_1106"	1297	W12MR1
"gene_11060"	249	W12MR1
"gene_11061"	1042	W12MR1
"gene_11062"	237	W12MR1
"gene_11063"	1545	W12MR1
"gene_11064"	0	W12MR1
"gene_11065"	16	W12MR1
"gene_11066"	1471	W12MR1
"gene_11067"	517	W12MR1
"gene_11068"	434	W12MR1
"gene_11069"	1710	W12MR1
"gene_1107"	2738	W12MR1
"gene_11070"	883	W12MR1
"gene_11071"	5039	W12MR1
"gene_11072"	22	W12MR1
"gene_11073"	595	W12MR1
"gene_11074"	23	W12MR1
"gene_11075"	12521	W12MR1
"gene_11076"	4921	W12MR1
"gene_11077"	1483	W12MR1
"gene_11078"	3140	W12MR1
"gene_11079"	1200	W12MR1
"gene_1108"	193162	W12MR1
"gene_11080"	526	W12MR1
"gene_11081"	56	W12MR1
"gene_11082"	46	W12MR1
"gene_11084"	0	W12MR1
"gene_11085"	2	W12MR1
"gene_11086"	231	W12MR1
"gene_11087"	26	W12MR1
"gene_11088"	3332	W12MR1
"gene_11089"	76	W12MR1
"gene_1109"	1307	W12MR1
"gene_11090"	11	W12MR1
"gene_11091"	1	W12MR1
"gene_11092"	0	W12MR1
"gene_11093"	2	W12MR1
"gene_11094"	0	W12MR1
"gene_11095"	0	W12MR1
"gene_11096"	1	W12MR1
"gene_11097"	4	W12MR1
"gene_11098"	11	W12MR1
"gene_11099"	128	W12MR1
"gene_111"	0	W12MR1
"gene_1110"	483	W12MR1
"gene_11100"	14	W12MR1
"gene_11101"	1	W12MR1
"gene_11102"	0	W12MR1
"gene_11103"	81	W12MR1
"gene_11104"	0	W12MR1
"gene_11105"	0	W12MR1
"gene_11109"	2	W12MR1
"gene_1111"	3123	W12MR1
"gene_11110"	0	W12MR1
"gene_11111"	2773	W12MR1
"gene_11112"	1258	W12MR1
"gene_11113"	940	W12MR1
"gene_11114"	3004	W12MR1
"gene_11115"	258	W12MR1
"gene_11116"	655	W12MR1
"gene_11117"	4747	W12MR1
"gene_11118"	1620	W12MR1
"gene_11119"	777	W12MR1
"gene_1112"	1434	W12MR1
"gene_11120"	9	W12MR1
"gene_11121"	3	W12MR1
"gene_11122"	1555	W12MR1
"gene_11123"	1	W12MR1
"gene_11124"	888	W12MR1
"gene_11125"	350	W12MR1
"gene_11126"	140	W12MR1
"gene_11127"	210	W12MR1
"gene_11128"	0	W12MR1
"gene_11129"	96	W12MR1
"gene_1113"	1910	W12MR1
"gene_11130"	0	W12MR1
"gene_11131"	0	W12MR1
"gene_11132"	8	W12MR1
"gene_11133"	6	W12MR1
"gene_11134"	512	W12MR1
"gene_11135"	179	W12MR1
"gene_11136"	23	W12MR1
"gene_11137"	5	W12MR1
"gene_11138"	0	W12MR1
"gene_11139"	0	W12MR1
"gene_1114"	7326	W12MR1
"gene_11140"	304	W12MR1
"gene_11141"	175	W12MR1
"gene_11142"	889	W12MR1
"gene_11143"	1273	W12MR1
"gene_11145"	7087	W12MR1
"gene_11146"	853	W12MR1
"gene_11147"	34	W12MR1
"gene_11148"	0	W12MR1
"gene_11149"	1248	W12MR1
"gene_1115"	1250	W12MR1
"gene_11150"	1084	W12MR1
"gene_11151"	3848	W12MR1
"gene_11152"	4230	W12MR1
"gene_11153"	17480	W12MR1
"gene_11154"	1813	W12MR1
"gene_11155"	1382	W12MR1
"gene_11156"	5497	W12MR1
"gene_11157"	17372	W12MR1
"gene_11158"	1135	W12MR1
"gene_11159"	4266	W12MR1
"gene_1116"	3256	W12MR1
"gene_11160"	79	W12MR1
"gene_11161"	37	W12MR1
"gene_11162"	9674	W12MR1
"gene_11163"	2140	W12MR1
"gene_11164"	13	W12MR1
"gene_11165"	0	W12MR1
"gene_11166"	11	W12MR1
"gene_11167"	2144	W12MR1
"gene_11168"	2334	W12MR1
"gene_11169"	268	W12MR1
"gene_1117"	2773	W12MR1
"gene_11170"	688	W12MR1
"gene_11171"	3012	W12MR1
"gene_11172"	1929	W12MR1
"gene_11173"	5507	W12MR1
"gene_11174"	9064	W12MR1
"gene_11175"	199	W12MR1
"gene_11176"	1575	W12MR1
"gene_11177"	5530	W12MR1
"gene_11178"	5672	W12MR1
"gene_11179"	8034	W12MR1
"gene_1118"	11651	W12MR1
"gene_11180"	1527	W12MR1
"gene_11181"	12656	W12MR1
"gene_11182"	5887	W12MR1
"gene_11183"	883	W12MR1
"gene_11184"	5226	W12MR1
"gene_11185"	128	W12MR1
"gene_11186"	17	W12MR1
"gene_11187"	669	W12MR1
"gene_11188"	334	W12MR1
"gene_11189"	1222	W12MR1
"gene_1119"	3174	W12MR1
"gene_11190"	9936	W12MR1
"gene_11191"	972	W12MR1
"gene_11192"	11327	W12MR1
"gene_11193"	303	W12MR1
"gene_11194"	75	W12MR1
"gene_11195"	72	W12MR1
"gene_11196"	7187	W12MR1
"gene_11197"	3676	W12MR1
"gene_11198"	437	W12MR1
"gene_11199"	5447	W12MR1
"gene_112"	0	W12MR1
"gene_1120"	1918	W12MR1
"gene_11200"	15342	W12MR1
"gene_11201"	1277	W12MR1
"gene_11202"	8827	W12MR1
"gene_11203"	3275	W12MR1
"gene_11204"	4985	W12MR1
"gene_11205"	142	W12MR1
"gene_11206"	12	W12MR1
"gene_11207"	13	W12MR1
"gene_11208"	8189	W12MR1
"gene_11209"	150	W12MR1
"gene_1121"	3375	W12MR1
"gene_11210"	68	W12MR1
"gene_11211"	431	W12MR1
"gene_11212"	5499	W12MR1
"gene_11213"	10802	W12MR1
"gene_11214"	13232	W12MR1
"gene_11215"	240	W12MR1
"gene_11216"	2299	W12MR1
"gene_11217"	164	W12MR1
"gene_11218"	18	W12MR1
"gene_11219"	64	W12MR1
"gene_1122"	739	W12MR1
"gene_11220"	9068	W12MR1
"gene_11221"	26	W12MR1
"gene_11222"	365	W12MR1
"gene_11223"	717	W12MR1
"gene_11224"	1351	W12MR1
"gene_11225"	27	W12MR1
"gene_11226"	64	W12MR1
"gene_11227"	101	W12MR1
"gene_11228"	9	W12MR1
"gene_11229"	0	W12MR1
"gene_1123"	1901	W12MR1
"gene_11230"	3	W12MR1
"gene_11231"	15	W12MR1
"gene_11232"	5	W12MR1
"gene_11233"	6	W12MR1
"gene_11234"	0	W12MR1
"gene_11235"	0	W12MR1
"gene_11237"	0	W12MR1
"gene_11238"	0	W12MR1
"gene_11239"	3	W12MR1
"gene_1124"	1876	W12MR1
"gene_11240"	2	W12MR1
"gene_11241"	6	W12MR1
"gene_11242"	9	W12MR1
"gene_11243"	6	W12MR1
"gene_11244"	0	W12MR1
"gene_11245"	0	W12MR1
"gene_11246"	22	W12MR1
"gene_11248"	274	W12MR1
"gene_11249"	0	W12MR1
"gene_1125"	707	W12MR1
"gene_11250"	199	W12MR1
"gene_11251"	2	W12MR1
"gene_11252"	31	W12MR1
"gene_11253"	30	W12MR1
"gene_11254"	59	W12MR1
"gene_11255"	102	W12MR1
"gene_11256"	2	W12MR1
"gene_11257"	5	W12MR1
"gene_11258"	121	W12MR1
"gene_11259"	7	W12MR1
"gene_1126"	1683	W12MR1
"gene_11260"	12	W12MR1
"gene_11261"	0	W12MR1
"gene_11262"	10	W12MR1
"gene_11263"	258	W12MR1
"gene_11264"	2525	W12MR1
"gene_11265"	4925	W12MR1
"gene_11266"	844	W12MR1
"gene_11267"	3761	W12MR1
"gene_11268"	6912	W12MR1
"gene_11269"	47730	W12MR1
"gene_1127"	599	W12MR1
"gene_11270"	149	W12MR1
"gene_11271"	75	W12MR1
"gene_11272"	142	W12MR1
"gene_11273"	419	W12MR1
"gene_11274"	28	W12MR1
"gene_11275"	289	W12MR1
"gene_11276"	180	W12MR1
"gene_11277"	834	W12MR1
"gene_11278"	4033	W12MR1
"gene_11279"	124	W12MR1
"gene_1128"	294	W12MR1
"gene_11280"	9	W12MR1
"gene_11281"	0	W12MR1
"gene_11282"	0	W12MR1
"gene_11283"	0	W12MR1
"gene_11284"	0	W12MR1
"gene_11285"	52	W12MR1
"gene_11286"	12	W12MR1
"gene_11287"	2	W12MR1
"gene_11288"	0	W12MR1
"gene_11289"	0	W12MR1
"gene_1129"	3917	W12MR1
"gene_11290"	3	W12MR1
"gene_11291"	0	W12MR1
"gene_11292"	16	W12MR1
"gene_11293"	73	W12MR1
"gene_11294"	67	W12MR1
"gene_11295"	19	W12MR1
"gene_11296"	428	W12MR1
"gene_11297"	670	W12MR1
"gene_11298"	2	W12MR1
"gene_11299"	10	W12MR1
"gene_113"	0	W12MR1
"gene_1130"	2670	W12MR1
"gene_11300"	152	W12MR1
"gene_11301"	3	W12MR1
"gene_11302"	6	W12MR1
"gene_11303"	0	W12MR1
"gene_11304"	19	W12MR1
"gene_11305"	204	W12MR1
"gene_11306"	3	W12MR1
"gene_11307"	4	W12MR1
"gene_11308"	520	W12MR1
"gene_11309"	439	W12MR1
"gene_11310"	148	W12MR1
"gene_11311"	0	W12MR1
"gene_11312"	6	W12MR1
"gene_11313"	7	W12MR1
"gene_11314"	0	W12MR1
"gene_11315"	316	W12MR1
"gene_11316"	3148	W12MR1
"gene_11317"	24	W12MR1
"gene_11318"	0	W12MR1
"gene_11319"	19	W12MR1
"gene_1132"	2778	W12MR1
"gene_11320"	4	W12MR1
"gene_11321"	50	W12MR1
"gene_11322"	30	W12MR1
"gene_11323"	563	W12MR1
"gene_11324"	279	W12MR1
"gene_11325"	26	W12MR1
"gene_11326"	47	W12MR1
"gene_11327"	2	W12MR1
"gene_11328"	21	W12MR1
"gene_11329"	0	W12MR1
"gene_1133"	900	W12MR1
"gene_11330"	0	W12MR1
"gene_11331"	0	W12MR1
"gene_11332"	0	W12MR1
"gene_11333"	0	W12MR1
"gene_11334"	0	W12MR1
"gene_11335"	188	W12MR1
"gene_11336"	7	W12MR1
"gene_11337"	0	W12MR1
"gene_11338"	0	W12MR1
"gene_11339"	1540	W12MR1
"gene_11340"	19	W12MR1
"gene_11341"	4	W12MR1
"gene_11342"	0	W12MR1
"gene_11343"	81	W12MR1
"gene_11344"	381	W12MR1
"gene_11345"	320	W12MR1
"gene_11346"	0	W12MR1
"gene_11347"	7	W12MR1
"gene_11348"	5	W12MR1
"gene_11349"	4	W12MR1
"gene_1135"	1090	W12MR1
"gene_11350"	96	W12MR1
"gene_11351"	0	W12MR1
"gene_11352"	117	W12MR1
"gene_11353"	43	W12MR1
"gene_11354"	2	W12MR1
"gene_11355"	5714	W12MR1
"gene_11356"	9	W12MR1
"gene_11357"	16	W12MR1
"gene_11358"	0	W12MR1
"gene_11359"	0	W12MR1
"gene_1136"	1271	W12MR1
"gene_11360"	6	W12MR1
"gene_11361"	0	W12MR1
"gene_11362"	0	W12MR1
"gene_11363"	0	W12MR1
"gene_11364"	23	W12MR1
"gene_11365"	0	W12MR1
"gene_11366"	0	W12MR1
"gene_11367"	0	W12MR1
"gene_11368"	0	W12MR1
"gene_11369"	14	W12MR1
"gene_1137"	8915	W12MR1
"gene_11370"	0	W12MR1
"gene_11371"	0	W12MR1
"gene_11372"	0	W12MR1
"gene_11373"	5	W12MR1
"gene_11374"	31	W12MR1
"gene_11375"	0	W12MR1
"gene_11376"	0	W12MR1
"gene_11377"	0	W12MR1
"gene_11378"	0	W12MR1
"gene_11379"	0	W12MR1
"gene_1138"	764	W12MR1
"gene_11380"	1	W12MR1
"gene_11381"	58	W12MR1
"gene_11382"	0	W12MR1
"gene_11383"	0	W12MR1
"gene_11384"	0	W12MR1
"gene_11385"	3	W12MR1
"gene_11386"	88	W12MR1
"gene_11387"	44	W12MR1
"gene_11388"	25	W12MR1
"gene_11389"	8	W12MR1
"gene_1139"	2291	W12MR1
"gene_11390"	6	W12MR1
"gene_11391"	1	W12MR1
"gene_11392"	3	W12MR1
"gene_11393"	10	W12MR1
"gene_11394"	36	W12MR1
"gene_11395"	69	W12MR1
"gene_11396"	32	W12MR1
"gene_11397"	23	W12MR1
"gene_11398"	217	W12MR1
"gene_11399"	40	W12MR1
"gene_1140"	13916	W12MR1
"gene_11400"	0	W12MR1
"gene_11401"	1	W12MR1
"gene_11402"	184	W12MR1
"gene_11403"	3	W12MR1
"gene_11404"	1	W12MR1
"gene_11405"	0	W12MR1
"gene_11406"	1	W12MR1
"gene_11407"	4	W12MR1
"gene_11408"	403	W12MR1
"gene_11409"	2	W12MR1
"gene_1141"	5936	W12MR1
"gene_11410"	0	W12MR1
"gene_11411"	0	W12MR1
"gene_11412"	0	W12MR1
"gene_11413"	1	W12MR1
"gene_11414"	0	W12MR1
"gene_11415"	0	W12MR1
"gene_11416"	65	W12MR1
"gene_11417"	366	W12MR1
"gene_11418"	86	W12MR1
"gene_11419"	70	W12MR1
"gene_1142"	643	W12MR1
"gene_11420"	838	W12MR1
"gene_11421"	6	W12MR1
"gene_11422"	0	W12MR1
"gene_11423"	3	W12MR1
"gene_11424"	16	W12MR1
"gene_11425"	0	W12MR1
"gene_11426"	0	W12MR1
"gene_11427"	29	W12MR1
"gene_11428"	60	W12MR1
"gene_11429"	75	W12MR1
"gene_1143"	6450	W12MR1
"gene_11430"	18	W12MR1
"gene_11431"	4	W12MR1
"gene_11433"	20	W12MR1
"gene_11434"	0	W12MR1
"gene_11435"	22	W12MR1
"gene_11436"	4	W12MR1
"gene_11437"	0	W12MR1
"gene_11438"	223	W12MR1
"gene_11439"	474	W12MR1
"gene_1144"	551	W12MR1
"gene_11440"	0	W12MR1
"gene_11441"	25	W12MR1
"gene_11442"	44	W12MR1
"gene_11443"	14	W12MR1
"gene_11444"	32	W12MR1
"gene_11445"	311	W12MR1
"gene_11446"	23	W12MR1
"gene_11447"	2	W12MR1
"gene_11448"	24	W12MR1
"gene_11449"	12	W12MR1
"gene_1145"	1820	W12MR1
"gene_11450"	30	W12MR1
"gene_11451"	69	W12MR1
"gene_11452"	1	W12MR1
"gene_11454"	93	W12MR1
"gene_11455"	0	W12MR1
"gene_11456"	20	W12MR1
"gene_11457"	40	W12MR1
"gene_11458"	0	W12MR1
"gene_11459"	0	W12MR1
"gene_1146"	61	W12MR1
"gene_11460"	0	W12MR1
"gene_11461"	0	W12MR1
"gene_11462"	0	W12MR1
"gene_11463"	1	W12MR1
"gene_11464"	0	W12MR1
"gene_11465"	0	W12MR1
"gene_11466"	0	W12MR1
"gene_11467"	3	W12MR1
"gene_11468"	11	W12MR1
"gene_11469"	5	W12MR1
"gene_1147"	23737	W12MR1
"gene_11470"	0	W12MR1
"gene_11471"	7	W12MR1
"gene_11472"	2	W12MR1
"gene_11473"	0	W12MR1
"gene_11474"	0	W12MR1
"gene_11475"	0	W12MR1
"gene_11476"	0	W12MR1
"gene_11477"	0	W12MR1
"gene_11478"	0	W12MR1
"gene_11479"	156	W12MR1
"gene_1148"	3	W12MR1
"gene_11480"	14	W12MR1
"gene_11481"	5	W12MR1
"gene_11482"	8	W12MR1
"gene_11483"	0	W12MR1
"gene_11484"	4	W12MR1
"gene_11485"	0	W12MR1
"gene_11487"	0	W12MR1
"gene_11488"	0	W12MR1
"gene_11489"	3	W12MR1
"gene_1149"	44	W12MR1
"gene_11490"	0	W12MR1
"gene_11491"	0	W12MR1
"gene_11492"	10	W12MR1
"gene_11494"	0	W12MR1
"gene_11495"	139	W12MR1
"gene_11496"	1	W12MR1
"gene_11497"	0	W12MR1
"gene_11498"	28	W12MR1
"gene_11499"	0	W12MR1
"gene_115"	0	W12MR1
"gene_1150"	1741	W12MR1
"gene_11500"	4	W12MR1
"gene_11501"	27	W12MR1
"gene_11502"	362	W12MR1
"gene_11503"	5	W12MR1
"gene_11504"	1	W12MR1
"gene_11505"	392	W12MR1
"gene_11506"	47	W12MR1
"gene_11507"	0	W12MR1
"gene_11508"	17	W12MR1
"gene_11509"	0	W12MR1
"gene_1151"	2041	W12MR1
"gene_11510"	59	W12MR1
"gene_11511"	55	W12MR1
"gene_11512"	0	W12MR1
"gene_11513"	4	W12MR1
"gene_11514"	0	W12MR1
"gene_11515"	0	W12MR1
"gene_11516"	11	W12MR1
"gene_11517"	16	W12MR1
"gene_11518"	0	W12MR1
"gene_11519"	40	W12MR1
"gene_1152"	1171	W12MR1
"gene_11520"	172	W12MR1
"gene_11521"	0	W12MR1
"gene_11522"	21	W12MR1
"gene_11523"	0	W12MR1
"gene_11524"	0	W12MR1
"gene_11525"	0	W12MR1
"gene_11526"	0	W12MR1
"gene_11527"	1	W12MR1
"gene_11528"	390	W12MR1
"gene_11529"	1053	W12MR1
"gene_1153"	115	W12MR1
"gene_11530"	136	W12MR1
"gene_11531"	83	W12MR1
"gene_11532"	2857	W12MR1
"gene_11533"	37	W12MR1
"gene_11534"	14	W12MR1
"gene_11535"	10	W12MR1
"gene_11536"	3	W12MR1
"gene_11538"	50	W12MR1
"gene_11539"	543	W12MR1
"gene_1154"	286	W12MR1
"gene_11540"	0	W12MR1
"gene_11541"	4	W12MR1
"gene_11542"	4	W12MR1
"gene_11543"	7	W12MR1
"gene_11544"	1	W12MR1
"gene_11545"	18	W12MR1
"gene_11546"	0	W12MR1
"gene_11547"	0	W12MR1
"gene_11548"	92	W12MR1
"gene_11549"	3698	W12MR1
"gene_1155"	3308	W12MR1
"gene_11550"	27	W12MR1
"gene_11551"	10	W12MR1
"gene_11552"	1533	W12MR1
"gene_11553"	10	W12MR1
"gene_11554"	0	W12MR1
"gene_11555"	98	W12MR1
"gene_11556"	35935	W12MR1
"gene_11557"	17507	W12MR1
"gene_11558"	182	W12MR1
"gene_11559"	138	W12MR1
"gene_1156"	1353	W12MR1
"gene_11560"	7	W12MR1
"gene_11561"	1225	W12MR1
"gene_11562"	10263	W12MR1
"gene_11563"	724	W12MR1
"gene_11564"	26	W12MR1
"gene_11565"	1016	W12MR1
"gene_11566"	5292	W12MR1
"gene_11567"	59	W12MR1
"gene_11568"	8	W12MR1
